row,Scene,Lat,Lon,Comment
61,LC80010172015291LGN00,61.1954687560742,-45.1989555358886,ice
62,LC82330172015300LGN00,61.1943107892582,-45.2006721496582,cloud
63,LC80020172016125LGN00,61.1935663595445,-45.2058219909668,ice
64,LC82330172016127LGN00,61.1929873464955,-45.204963684082,ice
65,LC82330182016127LGN00,61.193152779881,-45.2058219909668,ice
66,LC80010172016134LGN00,61.1957995959187,-45.2023887634277,ice
67,LC80010172016150LGN00,61.1972883322251,-45.2109718322753,cloud
68,LC80020172016157LGN00,61.1954687560742,-45.2003288269043,ice
69,LC82330172016159LGN00,61.1951379127554,-45.1967239379882,ice
70,LC80010172016166LGN00,61.1933182123979,-45.1955223083496,plume
71,LC80020172016173LGN00,61.1939799337792,-45.1955223083496,ice
72,LC82330172016175LGN00,61.1948070659623,-45.204963684082,cloud
73,LC80010172016182LGN00,61.1939799337792,-45.1962089538574,ice
74,LC80020172016189LGN00,61.1921601665387,-45.2017021179199,cloud
75,LC80010172016198LGN00,61.1959650145381,-45.2017021179199,plume
76,LC80020172016205LGN00,61.1957995959187,-45.2003288269043,plume
77,LC82330172016207LGN00,61.1954687560742,-45.2010154724121,plume
78,LC80010172016214LGN00,61.1946416412629,-45.1941490173339,plume
79,LC80010172016230LGN00,61.1967920946066,-45.2020454406738,plume
80,LC80020172016237LGN00,61.1971229205542,-45.2078819274902,plume
81,LC80010172016246LGN00,61.1943107892582,-45.1910591125488,cloud
82,LC80020172016253LGN00,61.1957995959187,-45.197410583496,ice
83,LC82330172016255LGN00,61.1955514663611,-45.1958656311035,ice
84,LC80010172016262LGN00,61.1948070659623,-45.1941490173339,water
85,LC80020172016269LGN00,61.1948070659623,-45.1958656311035,ice
86,LC82330172016271LGN00,61.1953033348491,-45.197582244873,water
87,LC80010172016278LGN00,61.1944762156949,-45.186595916748,cloud
88,LC80020172016285LGN00,61.1948897779863,-45.1968955993652,ice
89,LC82330172016287LGN00,61.1954687560742,-45.197410583496,ice
90,LC80010172016294LGN00,61.1956341764308,-45.2001571655273,plume
91,LC80020172016301LGN00,61.1959650145381,-45.1992988586425,ice
92,LC82330172016303LGN00,61.197536448103,-45.1944923400878,ice
93,LC80020172013148LGN00,61.2461294457915,-46.1254119873046,cloud
94,LC80010172013237LGN00,61.2481938120377,-46.1305618286132,cloud
95,LC80020172013244LGN00,61.249514935295,-46.131248474121,ice
96,LC80010172013269LGN00,61.2481938120377,-46.1302185058593,ice
97,LC80020172013276LGN00,61.2485240980573,-46.1336517333984,cloud
98,LC80010172013285LGN00,61.2490195205801,-46.1430931091308,cloud
99,LC80010172013301LGN00,61.2461294457915,-46.1264419555664,ice
100,LC80010172014128LGN00,61.2447255993112,-46.1302185058593,cloud
101,LC80020172014135LGN00,61.2448907609742,-46.113052368164,ice
102,LC80010172014144LGN00,61.2442301091164,-46.1123657226562,ice
103,LC80020172014151LGN00,61.2435694433764,-46.1082458496093,ice
104,LC80010172014160LGN00,61.2442301091164,-46.1149406433105,ice
105,LC80020172014167LGN00,61.2454688199622,-46.1142539978027,ice
106,LC80020172014183LGN00,61.24555139895,-46.1230087280273,ice
107,LC80010172014192LGN00,61.2475332295877,-46.1273002624511,plume
108,LC80020172014199LGN00,61.2486892397658,-46.1274719238281,cloud
109,LC80010172014208LGN00,61.24555139895,-46.1321067810058,cloud
110,LC80020172014215LGN00,61.2480286677266,-46.1302185058593,ice
111,LC80010172014224LGN00,61.2476983765016,-46.1288452148437,ice
112,LC80020172014231LGN00,61.2478635225478,-46.1302185058593,ice
113,LC80010172014272LGN00,61.2443952733823,-46.1144256591796,cloud
114,LC80020172014279LGN00,61.2412570039615,-46.131248474121,cloud
115,LC80010172014288LGN00,61.2465423298855,-46.1279869079589,ice
116,LC80020172014295LGN00,61.2461294457915,-46.1254119873046,ice
117,LC80020172015122LGN00,61.2448081802511,-46.1103057861328,ice
118,LC80010172015147LGN00,61.2447255993112,-46.1164855957031,cloud
119,LC80020172015154LGN00,61.2443952733823,-46.1103057861328,ice
120,LC80020172015170LGN00,61.2432391053005,-46.102066040039,ice
121,LC80010172015179LGN00,61.2443952733823,-46.1147689819335,ice
122,LC80020172015186LGN00,61.2452210816973,-46.1151123046875,ice
123,LC80010172015195LGN00,61.2451385018419,-46.1157989501953,ice
124,LC80020172015202LGN00,61.24555139895,-46.1185455322265,cloud
125,LC80010172015211LGN00,61.2440649439829,-46.1195755004882,ice
126,LC80020172015218LGN00,61.2451385018419,-46.1188888549804,ice
127,LC80010172015227LGN00,61.2468726332566,-46.1273002624511,ice
128,LC80020172015234LGN00,61.24555139895,-46.124038696289,ice
129,LC80020172015250LGN00,61.2461294457915,-46.1267852783203,ice
130,LC80010172015259LGN00,61.2486892397658,-46.1298751831054,cloud
131,LC80010172015275LGN00,61.2478635225478,-46.1260986328125,ice
132,LC80010172015291LGN00,61.2444778551899,-46.1219787597656,ice
133,LC80020172016125LGN00,61.2404310915269,-46.0890197753906,ice
134,LC80010172016134LGN00,61.2417525410099,-46.1061859130859,ice
135,LC80010172016150LGN00,61.2442301091164,-46.1151123046875,cloud
136,LC80020172016157LGN00,61.2448907609742,-46.1137390136718,ice
137,LC80010172016166LGN00,61.2457165562749,-46.1144256591796,ice
138,LC80020172016173LGN00,61.2451385018419,-46.1178588867187,ice
139,LC80010172016182LGN00,61.2444613390977,-46.1226654052734,ice
140,LC80020172016189LGN00,61.2442135928941,-46.1233520507812,cloud
141,LC80010172016198LGN00,61.2504066623583,-46.1224937438964,plume
142,LC80020172016205LGN00,61.2511497487103,-46.1224937438964,plume
143,LC80010172016214LGN00,61.2432225885577,-46.124038696289,cloud
144,LC80010172016230LGN00,61.2511497487103,-46.124038696289,plume
145,LC80020172016237LGN00,61.248672725886,-46.1267852783203,ice
146,LC80010172016246LGN00,61.2480121534997,-46.1293601989746,ice
147,LC80020172016253LGN00,61.247434141275,-46.1298751831054,ice
148,LC80010172016262LGN00,61.2470212688934,-46.1286735534668,ice
149,LC80020172016269LGN00,61.2476818621012,-46.1309051513671,ice
150,LC80010172016278LGN00,61.2478470082342,-46.1281585693359,ice
151,LC80020172016285LGN00,61.2488378668137,-46.1288452148437,ice
152,LC80010172016294LGN00,61.2471864184967,-46.1238670349121,ice
153,LC80020172016301LGN00,61.2455348834218,-46.1212921142578,ice
154,LC80020172013148LGN00,61.2444613390977,-46.12060546875,ice
155,LC80010172013237LGN00,61.2429748325931,-46.1339950561523,cloud
156,LC80020172013244LGN00,61.2480947258071,-46.1324501037597,ice
157,LC80010172013269LGN00,61.247434141275,-46.1326217651367,ice
158,LC80020172013276LGN00,61.2475167151006,-46.1319351196289,cloud
159,LC80010172013285LGN00,61.247268992973,-46.131248474121,cloud
160,LC80010172013301LGN00,61.2461129305669,-46.1223220825195,ice
161,LC80010172014128LGN00,61.243140003453,-46.1209487915039,cloud
162,LC80020172014135LGN00,61.243140003453,-46.1089324951171,ice
163,LC80010172014144LGN00,61.2444613390977,-46.1157989501953,ice
164,LC80020172014151LGN00,61.2436355108271,-46.1099624633789,ice
165,LC80010172014160LGN00,61.243140003453,-46.116828918457,plume
166,LC80020172014167LGN00,61.2428096608654,-46.1147689819335,ice
167,LC80020172014183LGN00,61.2461129305669,-46.1230087280273,ice
168,LC80010172014192LGN00,61.2475167151006,-46.1267852783203,plume
169,LC80020172014199LGN00,61.2454523043906,-46.1264419555664,cloud
170,LC80010172014208LGN00,61.2459477753243,-46.1339950561523,cloud
171,LC80020172014215LGN00,61.2475992887094,-46.1271286010742,ice
172,LC80010172014224LGN00,61.247434141275,-46.1298751831054,ice
173,LC80020172014231LGN00,61.2466083910893,-46.1298751831054,ice
174,LC80010172014272LGN00,61.246278084942,-46.1298751831054,cloud
175,LC80020172014279LGN00,61.2408275324548,-46.1367416381835,cloud
176,LC80010172014288LGN00,61.2433051734454,-46.1247253417968,cloud
177,LC80020172014295LGN00,61.2449568256485,-46.1259269714355,ice
178,LC80020172015122LGN00,61.241653434477,-46.1109924316406,ice
179,LC80010172015147LGN00,61.2461129305669,-46.1271286010742,cloud
180,LC80020172015154LGN00,61.2428096608654,-46.1109924316406,ice
181,LC80020172015170LGN00,61.2433051734454,-46.1027526855468,ice
182,LC80010172015179LGN00,61.2447916643325,-46.1157989501953,ice
183,LC80020172015186LGN00,61.2451219860968,-46.1133956909179,ice
184,LC80010172015195LGN00,61.2446265021489,-46.1178588867187,ice
185,LC80020172015202LGN00,61.2432225885577,-46.1178588867187,cloud
186,LC80010172015211LGN00,61.2447916643325,-46.1192321777343,ice
187,LC80020172015218LGN00,61.2456174622361,-46.1176872253418,ice
188,LC80010172015227LGN00,61.2464432384495,-46.124038696289,ice
189,LC80020172015234LGN00,61.2454523043906,-46.1257553100585,ice
190,LC80020172015250LGN00,61.2444613390977,-46.1260986328125,cloud
191,LC80010172015259LGN00,61.2482598697712,-46.1339950561523,cloud
192,LC80010172015275LGN00,61.2454523043906,-46.1247253417968,ice
193,LC80010172015291LGN00,61.2441310103924,-46.1226654052734,ice
194,LC80020172016125LGN00,61.2401667952184,-46.087646484375,ice
195,LC80010172016134LGN00,61.2428922468377,-46.1027526855468,ice
196,LC80010172016150LGN00,61.242148965278,-46.1147689819335,cloud
197,LC80020172016157LGN00,61.2424793148071,-46.1103057861328,ice
198,LC80010172016166LGN00,61.2447916643325,-46.1137390136718,ice
199,LC80020172016173LGN00,61.2448742450989,-46.1175155639648,ice
200,LC80010172016182LGN00,61.2495809902524,-46.1157989501953,plume
201,LC80020172016189LGN00,61.2436355108271,-46.120433807373,cloud
202,LC80020172016189LGN00,61.2436355108271,-46.120433807373,plume
203,LC80020172016205LGN00,61.2510671844276,-46.1226654052734,plume
204,LC80010172016214LGN00,61.2471038438035,-46.1274719238281,cloud
205,LC80010172016230LGN00,61.2513974402572,-46.124038696289,plume
206,LC80020172016237LGN00,61.2477644352762,-46.1274719238281,ice
207,LC80010172016246LGN00,61.2482598697712,-46.1267852783203,ice
208,LC80020172016253LGN00,61.247268992973,-46.1285018920898,ice
209,LC80010172016262LGN00,61.2464432384495,-46.1321067810058,ice
210,LC80020172016269LGN00,61.2459477753243,-46.1302185058593,ice
211,LC80010172016278LGN00,61.2459477753243,-46.1285018920898,ice
212,LC80020172016285LGN00,61.2485901550968,-46.1298751831054,ice
213,LC80010172016294LGN00,61.2451219860968,-46.1243820190429,ice
214,LC80020172016301LGN00,61.2468561184224,-46.1250686645507,ice
215,LC80020172013148LGN00,61.3118582671387,-45.7917022705078,cloud
216,LC80010172013237LGN00,61.3155662576349,-45.7920455932617,cloud
217,LC80020172013244LGN00,61.3144127075878,-45.7947921752929,ice
218,LC80010172013269LGN00,61.3142479112588,-45.7954788208007,plume
219,LC80020172013276LGN00,61.3154014673698,-45.8068084716796,plume
220,LC80010172013285LGN00,61.3111990229138,-45.7882690429687,ice
221,LC80010172013301LGN00,61.3124350944648,-45.7875823974609,ice
222,LC80010172014128LGN00,61.314907091377,-45.7896423339843,cloud
223,LC80020172014135LGN00,61.3125174975022,-45.7903289794921,plume
224,LC80010172014144LGN00,61.3069960151191,-45.7608032226562,plume
225,LC80020172014151LGN00,61.3069960151191,-45.7613182067871,plume
226,LC80010172014160LGN00,61.307820178697,-45.7608032226562,plume
227,LC80020172014167LGN00,61.3134239166197,-45.7913589477539,cloud
228,LC80020172014183LGN00,61.3128471074861,-45.7894706726074,plume
229,LC80010172014192LGN00,61.3121054801494,-45.7913589477539,plume
230,LC80020172014199LGN00,61.3141655127695,-45.7917022705078,plume
231,LC80020172014199LGN00,61.3141655127695,-45.7917022705078,plume
232,LC80020172014215LGN00,61.3147422976469,-45.7951354980468,plume
233,LC80010172014224LGN00,61.3130943126999,-45.791015625,plume
234,LC80020172014231LGN00,61.314907091377,-45.7999420166015,plume
235,LC80010172014272LGN00,61.3104573565921,-45.7942771911621,cloud
236,LC80020172014279LGN00,61.3112814292,-45.7965087890625,cloud
237,LC80010172014288LGN00,61.3069960151191,-45.7608032226562,plume
238,LC80020172014295LGN00,61.3142479112588,-45.7923889160156,plume
239,LC80020172015122LGN00,61.3107869882343,-45.7875823974609,ice
240,LC80010172015147LGN00,61.3125174975022,-45.791015625,cloud
241,LC80020172015154LGN00,61.3073256831495,-45.7608032226562,plume
242,LC80020172015170LGN00,61.3073256831495,-45.761489868164,plume
243,LC80010172015179LGN00,61.307820178697,-45.7611465454101,plume
244,LC80020172015186LGN00,61.307572931898,-45.7608032226562,plume
245,LC80010172015195LGN00,61.3101277214845,-45.7759094238281,plume
246,LC80020172015202LGN00,61.3125999003231,-45.7868957519531,cloud
247,LC80010172015211LGN00,61.3097980829114,-45.7810592651367,plume
248,LC80020172015218LGN00,61.309303618554,-45.7702445983886,plume
249,LC80010172015227LGN00,61.3071608495675,-45.7606315612793,plume
250,LC80020172015234LGN00,61.3091387953688,-45.7714462280273,cloud
251,LC80020172015250LGN00,61.3094684408728,-45.7683563232421,cloud
252,LC80010172015259LGN00,61.3112814292,-45.7889556884765,cloud
253,LC80010172015275LGN00,61.3072432664668,-45.7601165771484,plume
254,LC80010172015291LGN00,61.307572931898,-45.761489868164,plume
255,LC80020172016125LGN00,61.3074905158651,-45.761489868164,plume
256,LC80010172016134LGN00,61.3074905158651,-45.761489868164,plume
257,LC80010172016150LGN00,61.307572931898,-45.7764244079589,cloud
258,LC80020172016157LGN00,61.3081498380633,-45.7645797729492,plume
259,LC80010172016166LGN00,61.3111166164111,-45.7882690429687,plume
260,LC80020172016173LGN00,61.3107869882343,-45.7832908630371,plume
261,LC80010172016182LGN00,61.3084794939641,-45.7807159423828,cloud
262,LC80020172016189LGN00,61.3098804928795,-45.7772827148437,plume
263,LC80010172016198LGN00,61.3071608495675,-45.7604598999023,plume
264,LC80020172016205LGN00,61.3089739713172,-45.7832908630371,cloud
265,LC80010172016214LGN00,61.3085619073977,-45.7841491699218,cloud
266,LC80010172016230LGN00,61.3096332623253,-45.7704162597656,plume
267,LC80020172016237LGN00,61.3098804928795,-45.7683563232421,plume
268,LC80010172016246LGN00,61.3076553477143,-45.7608032226562,plume
269,LC80020172016253LGN00,61.3071608495675,-45.7608032226562,plume
270,LC80010172016262LGN00,61.3071608495675,-45.7613182067871,plume
271,LC80020172016269LGN00,61.3073256831495,-45.7608032226562,plume
272,LC80010172016278LGN00,61.3109518027559,-45.7702445983886,plume
273,LC80020172016285LGN00,61.3094684408728,-45.7735061645507,plume
274,LC80020172016285LGN00,61.3071608495675,-45.7599449157714,plume
275,LC80010172016294LGN00,61.3073256831495,-45.7608032226562,plume
276,LC80020172016301LGN00,61.3102925394715,-45.7875823974609,ice
277,LC80040172013146LGN00,61.5810645635855,-48.3592414855957,cloud
278,LC80020172013148LGN00,61.5792671949556,-48.3520317077636,cloud
279,LC80040172013210LGN00,61.5834336630424,-48.3305740356445,plume
280,LC80020172013244LGN00,61.583760421174,-48.3410453796386,cloud
281,LC80040172013258LGN00,61.575181878743,-48.31392288208,plume
282,LC80040172013274LGN00,61.5825350604216,-48.3403587341308,cloud
283,LC80020172013276LGN00,61.5812279555671,-48.3489418029785,cloud
284,LC80030172014126LGN00,61.5794305964093,-48.3492851257324,cloud
285,LC80040172014133LGN00,61.5864560443481,-48.3362388610839,water
286,LC80020172014135LGN00,61.5792671949556,-48.3458518981933,cloud
287,LC80040172014149LGN00,61.5774697221309,-48.3223342895507,plume
288,LC80020172014151LGN00,61.5768160698149,-48.3202743530273,plume
289,LC80030172014158LGN00,61.5838421101688,-48.3269691467285,cloud
290,LC80040172014165LGN00,61.5759172753824,-48.3211326599121,plume
291,LC80020172014167LGN00,61.5802475907611,-48.3331489562988,cloud
292,LC80030172014174LGN00,61.5815547369471,-48.3269691467285,plume
293,LC80040172014181LGN00,61.5789403894649,-48.3225059509277,plume
294,LC80040172014213LGN00,61.5795939970019,-48.3243942260742,plume
295,LC80020172014215LGN00,61.5787769854279,-48.3225059509277,plume
296,LC80030172014222LGN00,61.5795939970019,-48.3245658874511,plume
297,LC80040172014229LGN00,61.57828676815,-48.3211326599121,plume
298,LC80020172014231LGN00,61.5771428976952,-48.3195877075195,cloud
299,LC80030172014238LGN00,61.5841688639953,-48.332462310791,cloud
300,LC80040172014245LGN00,61.5805743824741,-48.3243942260742,plume
301,LC80030172014270LGN00,61.57828676815,-48.3204460144043,plume
302,LC80040172014277LGN00,61.5778782478315,-48.3183860778808,plume
303,LC80020172014279LGN00,61.5761624037203,-48.339500427246,cloud
304,LC80020172014279LGN00,61.5761624037203,-48.339500427246,cloud
305,LC80020172014279LGN00,61.5761624037203,-48.339500427246,water
306,LC80020172014295LGN00,61.5813913466876,-48.3441352844238,cloud
307,LC80030172014302LGN00,61.5791037926408,-48.3238792419433,plume
308,LC80020172015122LGN00,61.5910298988097,-48.3540916442871,plume
309,LC80040172015136LGN00,61.5813913466876,-48.3485984802246,cloud
310,LC80030172015145LGN00,61.5823716753285,-48.3348655700683,cloud
311,LC80040172015152LGN00,61.5934799003461,-48.3571815490722,plume
312,LC80030172015161LGN00,61.5844956143777,-48.3346939086914,plume
313,LC80030172015177LGN00,61.5804926848687,-48.3298873901367,plume
314,LC80020172015186LGN00,61.5809011707428,-48.3259391784668,plume
315,LC80030172015193LGN00,61.5840871758615,-48.3340072631835,cloud
316,LC80040172015200LGN00,61.5812279555671,-48.3271408081054,plume
317,LC80020172015202LGN00,61.5810645635855,-48.3278274536132,plume
318,LC80030172015209LGN00,61.5820449025591,-48.3431053161621,cloud
319,LC80040172015216LGN00,61.5801658922946,-48.3231925964355,plume
320,LC80030172015225LGN00,61.5795122968132,-48.3230209350585,plume
321,LC80040172015232LGN00,61.5804109870481,-48.3317756652832,cloud
322,LC80030172015257LGN00,61.5835153528982,-48.328514099121,plume
323,LC80040172015280LGN00,61.5877629300297,-48.3417320251464,water
324,LC80040172015296LGN00,61.5800841948596,-48.3245658874511,plume
325,LC80040172016123LGN00,61.5825350616681,-48.3372688293457,cloud
326,LC80020172016125LGN00,61.5874362140866,-48.3458518981933,cloud
327,LC80040172016139LGN00,61.5805743837207,-48.3252525329589,plume
328,LC80030172016148LGN00,61.5835153541447,-48.3417320251464,cloud
329,LC80030172016164LGN00,61.5780579971854,-48.3228492736816,plume
330,LC80040172016171LGN00,61.5837767587409,-48.3400154113769,cloud
331,LC80020172016189LGN00,61.5756067764569,-48.3230209350585,cloud
332,LC80030172016196LGN00,61.5839401364291,-48.3341789245605,cloud
333,LC80040172016203LGN00,61.5890860928867,-48.3444786071777,plume
334,LC80020172016205LGN00,61.5780579971854,-48.3238792419433,cloud
335,LC80030172016212LGN00,61.5888410667127,-48.3403587341308,plume
336,LC80040172016219LGN00,61.5900661782123,-48.3403587341308,plume
337,LC80040172016235LGN00,61.5888410667127,-48.3369255065918,plume
338,LC80020172016237LGN00,61.5829598573846,-48.3312606811523,cloud
339,LC80030172016244LGN00,61.5887593908909,-48.3372688293457,plume
340,LC80040172016251LGN00,61.5850837561378,-48.3431053161621,cloud
341,LC80020172016253LGN00,61.5878609426455,-48.3331489562988,plume
342,LC80030172016260LGN00,61.5849203844767,-48.3341789245605,cloud
343,LC80040172016267LGN00,61.5878609426455,-48.3346939086914,plume
344,LC80020172016269LGN00,61.5822246277592,-48.328685760498,cloud
345,LC80030172016276LGN00,61.5881876541116,-48.3355522155761,plume
346,LC80020172016285LGN00,61.5870441489135,-48.3341789245605,plume
347,LC80030172016292LGN00,61.5852471269378,-48.3333206176757,plume
348,LC80040172016299LGN00,61.5898211597865,-48.3431053161621,plume
349,LC80020172016301LGN00,61.5884326854513,-48.3407020568847,water
350,LC80040172013146LGN00,61.9682975973729,-48.7576675415039,cloud
351,LC80040162013210LGN00,61.9573239619398,-48.7662506103515,plume
352,LC80040172013210LGN00,61.9576467722568,-48.7635040283203,plume
353,LC80040162013226LGN00,61.9595835624565,-48.7665939331054,cloud
354,LC80040162013258LGN00,61.9573239619398,-48.7611007690429,water
355,LC80040172013258LGN00,61.9586151827212,-48.7624740600585,water
356,LC80040172013274LGN00,61.9592607726257,-48.7762069702148,cloud
357,LC80030172014126LGN00,61.9574853675251,-48.7762069702148,cloud
358,LC80040162014133LGN00,61.963779519566,-48.7635040283203,ice
359,LC80040172014133LGN00,61.9642636313355,-48.7652206420898,ice
360,LC80040162014149LGN00,1.9641022615992,-48.7676239013671,ice
361,LC80040172014149LGN00,61.9674908468368,-48.7593841552734,ice
362,LC80030172014158LGN00,61.9657159205566,-48.7514877319335,cloud
363,LC80040162014165LGN00,61.9657159205566,-48.7611007690429,ice
364,LC80040172014165LGN00,61.9653931955928,-48.7611007690429,ice
365,LC80030172014174LGN00,61.9540956709702,-48.7617874145507,plume
366,LC80040162014181LGN00,61.9644250002184,-48.7583541870117,plume
367,LC80040172014181LGN00,61.9524813974349,-48.7638473510742,plume
368,LC80040162014213LGN00,61.9641022615992,-48.7580108642578,water
369,LC80040172014213LGN00,61.9528042589716,-48.7652206420898,plume
370,LC80030172014222LGN00,61.9552256116507,-48.7648773193359,plume
371,LC80040162014229LGN00,61.9644250002184,-48.7631607055664,cloud
372,LC80040172014229LGN00,61.9634567741189,-48.7617874145507,plume
373,LC80030172014238LGN00,61.9621657581905,-48.756980895996,plume
374,LC80040162014245LGN00,61.9644250002184,-48.7566375732421,ice
375,LC80040172014245LGN00,61.9642636313355,-48.7617874145507,ice
376,LC80030172014270LGN00,61.9663613602429,-48.7611007690429,ice
377,LC80040162014277LGN00,61.9602291318751,-48.7635040283203,plume
378,LC80040172014277LGN00,61.9605519114631,-48.7624740600585,plume
379,LC80030172014286LGN00,61.9592607726257,-48.7648773193359,plume
380,LC80040162014293LGN00,61.9644250002184,-48.7676239013671,water
381,LC80040172014293LGN00,61.9650704672152,-48.7611007690429,water
382,LC80030172014302LGN00,61.9610360744435,-48.7638473510742,water
383,LC80040162015136LGN00,61.9634567741189,-48.7693405151367,cloud
384,LC80040172015136LGN00,61.956032686527,-48.7844467163085,cloud
385,LC80030172015145LGN00,61.9721697029714,-48.7580108642578,ice
386,LC80040162015152LGN00,61.9770091437869,-48.7611007690429,ice
387,LC80040172015152LGN00,61.9773317458706,-48.7593841552734,ice
388,LC80030172015161LGN00,61.976363929381,-48.7566375732421,ice
389,LC80040162015168LGN00,61.9699110344407,-48.7744903564453,cloud
390,LC80030172015177LGN00,61.95909937643,-48.7665939331054,plume
391,LC80030172015177LGN00,61.95909937643,-48.7665939331054,cloud
392,LC80040162015200LGN00,61.9653931955928,-48.7604141235351,plume
393,LC80040172015200LGN00,61.9657159205566,-48.7576675415039,plume
394,LC80030172015209LGN00,61.9689429824406,-48.7665939331054,ice
395,LC80040162015216LGN00,61.9660386421067,-48.7611007690429,plume
396,LC80040172015216LGN00,61.9611974603965,-48.7597274780273,plume
397,LC80030172015225LGN00,61.9682975973729,-48.7604141235351,plume
398,LC80040172015232LGN00,61.9621657581905,-48.7720870971679,cloud
399,LC80030172015257LGN00,61.9498983822049,-48.7665939331054,plume
400,LC80040162015280LGN00,61.9674908468368,-48.7624740600585,water
401,LC80040172015280LGN00,61.9682975973729,-48.7597274780273,water
402,LC80040162015296LGN00,61.9670067862743,-48.7631607055664,plume
403,LC80040172015296LGN00,61.9576467722568,-48.7665939331054,plume
404,LC80040162016123LGN00,61.9641022615992,-48.778953552246,cloud
405,LC80040172016123LGN00,61.9610360744435,-48.7995529174804,cloud
406,LC80020172016125LGN00,61.9732989745172,-48.7514877319335,cloud
407,LC80040162016139LGN00,61.9666840749655,-48.7604141235351,ice
408,LC80040172016139LGN00,61.9486067926293,-48.771743774414,plume
409,LC80030172016148LGN00,61.9579695791594,-48.7693405151367,cloud
